Tr,Tr2game,ChoiceA1,ChoiceB1,session,person_id,network,game1round1
0,1,1,1,6,91,0,0
0,1,1,1,6,93,0,0
0,1,1,1,6,95,0,0
0,1,0,2,6,102,0,0
0,1,1,1,6,85,0,0
0,1,1,1,6,89,0,0
0,1,1,0,6,96,0,0
0,1,1,1,6,97,0,0
0,1,0,2,6,100,0,0
0,1,1,1,6,101,0,0
0,1,1,1,6,86,1,0
0,1,1,1,6,88,1,0
0,1,1,1,6,92,1,0
0,1,0,2,6,94,1,0
0,1,1,1,6,98,1,0
0,1,1,1,6,99,1,0
0,1,1,0,6,87,1,0
0,1,1,0,6,90,1,0
0,1,1,1,6,91,1,0
0,1,1,1,6,93,1,0
0,1,1,1,6,95,1,0
0,1,1,1,6,102,1,0
0,1,1,1,6,85,1,0
0,1,1,1,6,89,1,0
0,1,1,1,6,96,1,0
0,1,1,1,6,97,1,0
0,1,1,1,6,100,1,0
0,1,0,2,6,101,1,0
0,1,1,0,7,107,1,1
0,1,1,1,7,109,1,1
0,1,1,1,7,112,1,1
0,1,1,1,7,113,1,1
0,1,1,1,7,115,1,1
0,1,1,1,7,119,1,1
0,1,1,1,7,103,1,0
0,1,1,1,7,104,1,0
0,1,1,1,7,105,1,0
0,1,1,1,7,106,1,0
0,1,1,1,7,110,1,0
0,1,1,1,7,118,1,0
0,1,1,1,7,108,1,0
0,1,1,1,7,111,1,0
0,1,1,1,7,114,1,0
0,1,1,1,7,116,1,0
0,1,1,1,7,117,1,0
0,1,1,1,7,120,1,0
0,1,1,1,7,107,1,0
0,1,1,1,7,109,1,0
0,1,1,1,7,112,1,0
0,1,1,1,7,113,1,0
0,1,1,1,7,115,1,0
0,1,1,1,7,119,1,0
0,1,1,1,7,103,1,0
0,1,1,1,7,104,1,0
0,1,1,1,7,105,1,0
0,1,1,1,7,106,1,0
0,1,1,1,7,110,1,0
0,1,1,1,7,118,1,0
0,1,1,1,7,108,1,0
0,1,1,1,7,111,1,0
0,1,1,1,7,114,1,0
0,1,1,1,7,116,1,0
0,1,1,1,7,117,1,0
0,1,1,1,7,120,1,0
0,1,1,1,8,122,1,1
0,1,0,2,8,124,1,1
0,1,1,0,8,125,1,1
0,1,0,2,8,128,1,1
0,1,1,0,8,130,1,1
0,1,1,1,8,133,1,1
0,1,0,2,8,121,1,0
0,1,1,1,8,127,1,0
0,1,1,1,8,132,1,0
0,1,0,2,8,134,1,0
0,1,1,0,8,136,1,0
0,1,0,2,8,137,1,0
0,1,1,1,8,123,1,0
0,1,1,1,8,126,1,0
0,1,1,1,8,129,1,0
0,1,1,1,8,131,1,0
0,1,1,1,8,135,1,0
0,1,1,1,8,138,1,0
0,1,1,0,8,122,1,0
0,1,1,1,8,124,1,0
0,1,1,0,8,125,1,0
0,1,0,2,8,128,1,0
0,1,1,1,8,130,1,0
0,1,1,1,8,133,1,0
0,1,1,1,8,121,1,0
0,1,1,1,8,127,1,0
0,1,1,1,8,132,1,0
0,1,0,2,8,134,1,0
0,1,1,1,8,136,1,0
0,1,1,1,8,137,1,0
0,1,1,1,8,123,1,0
0,1,1,1,8,126,1,0
0,1,1,1,8,129,1,0
0,1,1,1,8,131,1,0
0,1,1,1,8,135,1,0
0,1,1,1,8,138,1,0
