Type,Session,Subject,Treatment,IDinSession,Invest,Return,Sequence
1,MinNo4,6,2,706,0,NA,6
1,MinNo4,1,2,701,1,1,7
2,MinNo4,2,2,702,0,NA,7
2,MinNo4,3,2,703,1,1,7
2,MinNo4,4,2,704,0,NA,7
1,MinNo4,5,2,705,0,NA,7
1,MinNo4,6,2,706,0,NA,7
2,MinNo4,1,2,701,1,1,8
2,MinNo4,2,2,702,0,NA,8
1,MinNo4,3,2,703,0,NA,8
2,MinNo4,4,2,704,0,NA,8
1,MinNo4,5,2,705,1,1,8
1,MinNo4,6,2,706,0,NA,8
2,MinNo4,1,2,701,1,1,9
1,MinNo4,2,2,702,1,1,9
1,MinNo4,3,2,703,0,NA,9
2,MinNo4,4,2,704,1,1,9
1,MinNo4,5,2,705,1,1,9
2,MinNo4,6,2,706,0,NA,9
1,MinNo4,1,2,701,1,1,10
2,MinNo4,2,2,702,0,NA,10
1,MinNo4,3,2,703,0,NA,10
2,MinNo4,4,2,704,1,1,10
1,MinNo4,5,2,705,1,0,10
2,MinNo4,6,2,706,1,0,10
2,MinNo4,1,2,701,0,NA,11
1,MinNo4,2,2,702,0,NA,11
2,MinNo4,3,2,703,0,NA,11
2,MinNo4,4,2,704,0,NA,11
1,MinNo4,5,2,705,0,NA,11
1,MinNo4,6,2,706,0,NA,11
1,MinNo4,1,2,701,1,0,12
1,MinNo4,2,2,702,0,NA,12
2,MinNo4,3,2,703,1,0,12
1,MinNo4,4,2,704,0,NA,12
2,MinNo4,5,2,705,0,NA,12
2,MinNo4,6,2,706,0,NA,12
1,MinNo4,1,2,701,1,0,13
1,MinNo4,2,2,702,0,NA,13
2,MinNo4,3,2,703,0,NA,13
2,MinNo4,4,2,704,1,0,13
2,MinNo4,5,2,705,0,NA,13
1,MinNo4,6,2,706,0,NA,13
2,MinNo4,1,1,701,0,NA,14
2,MinNo4,2,1,702,0,NA,14
1,MinNo4,3,1,703,0,NA,14
2,MinNo4,4,1,704,0,NA,14
1,MinNo4,5,1,705,0,NA,14
1,MinNo4,6,1,706,0,NA,14
1,MinNo4,1,1,701,1,1,15
2,MinNo4,2,1,702,1,1,15
2,MinNo4,3,1,703,0,NA,15
1,MinNo4,4,1,704,0,NA,15
2,MinNo4,5,1,705,0,NA,15
1,MinNo4,6,1,706,0,NA,15
2,MinNo4,1,1,701,0,NA,16
2,MinNo4,2,1,702,1,1,16
1,MinNo4,3,1,703,0,NA,16
1,MinNo4,4,1,704,0,NA,16
1,MinNo4,5,1,705,1,1,16
2,MinNo4,6,1,706,0,NA,16
1,MinNo4,1,1,701,1,0,17
2,MinNo4,2,1,702,0,NA,17
2,MinNo4,3,1,703,0,NA,17
1,MinNo4,4,1,704,0,NA,17
1,MinNo4,5,1,705,0,NA,17
2,MinNo4,6,1,706,1,0,17
1,MinNo4,1,1,701,1,0,18
1,MinNo4,2,1,702,0,NA,18
2,MinNo4,3,1,703,0,NA,18
2,MinNo4,4,1,704,1,0,18
2,MinNo4,5,1,705,0,NA,18
1,MinNo4,6,1,706,0,NA,18
2,NoInfoCost1,1,1,801,0,-1,1
1,NoInfoCost1,2,1,802,0,-1,1
2,NoInfoCost1,3,1,803,1,0,1
2,NoInfoCost1,4,1,804,0,-1,1
1,NoInfoCost1,5,1,805,1,0,1
1,NoInfoCost1,6,1,806,0,-1,1
1,NoInfoCost1,1,1,801,1,0,2
1,NoInfoCost1,2,1,802,0,-1,2
1,NoInfoCost1,3,1,803,0,-1,2
2,NoInfoCost1,4,1,804,0,-1,2
2,NoInfoCost1,5,1,805,0,-1,2
2,NoInfoCost1,6,1,806,1,0,2
1,NoInfoCost1,1,1,801,1,1,3
2,NoInfoCost1,2,1,802,1,1,3
2,NoInfoCost1,3,1,803,1,1,3
2,NoInfoCost1,4,1,804,0,-1,3
1,NoInfoCost1,5,1,805,0,-1,3
1,NoInfoCost1,6,1,806,1,1,3
1,NoInfoCost1,1,1,801,0,-1,4
2,NoInfoCost1,2,1,802,0,-1,4
1,NoInfoCost1,3,1,803,1,1,4
2,NoInfoCost1,4,1,804,1,1,4
2,NoInfoCost1,5,1,805,1,1,4
1,NoInfoCost1,6,1,806,1,1,4
1,NoInfoCost1,1,1,801,1,1,5
2,NoInfoCost1,2,1,802,1,1,5
1,NoInfoCost1,3,1,803,1,1,5
1,NoInfoCost1,4,1,804,1,1,5
2,NoInfoCost1,5,1,805,1,1,5
2,NoInfoCost1,6,1,806,1,1,5
1,NoInfoCost1,1,1,801,1,0,6
2,NoInfoCost1,2,1,802,1,0,6
2,NoInfoCost1,3,1,803,0,-1,6
1,NoInfoCost1,4,1,804,0,-1,6
1,NoInfoCost1,5,1,805,1,1,6
2,NoInfoCost1,6,1,806,1,1,6
1,NoInfoCost1,1,2,801,1,1,7
1,NoInfoCost1,2,2,802,1,1,7
2,NoInfoCost1,3,2,803,1,1,7
2,NoInfoCost1,4,2,804,1,1,7
2,NoInfoCost1,5,2,805,1,1,7
1,NoInfoCost1,6,2,806,1,1,7
2,NoInfoCost1,1,2,801,1,1,8
1,NoInfoCost1,2,2,802,1,1,8
2,NoInfoCost1,3,2,803,1,1,8
1,NoInfoCost1,4,2,804,1,1,8
1,NoInfoCost1,5,2,805,1,1,8
2,NoInfoCost1,6,2,806,1,1,8
2,NoInfoCost1,1,2,801,1,1,9
1,NoInfoCost1,2,2,802,1,1,9
2,NoInfoCost1,3,2,803,1,0,9
2,NoInfoCost1,4,2,804,1,1,9
1,NoInfoCost1,5,2,805,1,1,9
1,NoInfoCost1,6,2,806,1,0,9
2,NoInfoCost1,1,2,801,1,1,10
2,NoInfoCost1,2,2,802,1,1,10
1,NoInfoCost1,3,2,803,1,1,10
1,NoInfoCost1,4,2,804,1,1,10
1,NoInfoCost1,5,2,805,1,1,10
2,NoInfoCost1,6,2,806,1,1,10
2,NoInfoCost1,1,2,801,1,1,11
1,NoInfoCost1,2,2,802,1,1,11
1,NoInfoCost1,3,2,803,1,1,11
2,NoInfoCost1,4,2,804,1,1,11
2,NoInfoCost1,5,2,805,1,1,11
1,NoInfoCost1,6,2,806,1,1,11
2,NoInfoCost1,1,2,801,1,1,12
2,NoInfoCost1,2,2,802,1,1,12
1,NoInfoCost1,3,2,803,1,1,12
1,NoInfoCost1,4,2,804,1,1,12
1,NoInfoCost1,5,2,805,1,1,12
2,NoInfoCost1,6,2,806,1,1,12
1,NoInfoCost1,1,2,801,1,1,13
2,NoInfoCost1,2,2,802,1,1,13
2,NoInfoCost1,3,2,803,1,1,13
1,NoInfoCost1,4,2,804,1,1,13
1,NoInfoCost1,5,2,805,1,1,13
2,NoInfoCost1,6,2,806,1,1,13
2,NoInfoCost2,1,1,901,0,-1,1
2,NoInfoCost2,2,1,902,0,-1,1
1,NoInfoCost2,3,1,903,0,-1,1
2,NoInfoCost2,4,1,904,1,1,1
1,NoInfoCost2,5,1,905,1,1,1
1,NoInfoCost2,6,1,906,0,-1,1
1,NoInfoCost2,1,1,901,1,1,2
2,NoInfoCost2,2,1,902,1,1,2
2,NoInfoCost2,3,1,903,1,1,2
1,NoInfoCost2,4,1,904,1,0,2
1,NoInfoCost2,5,1,905,1,1,2
2,NoInfoCost2,6,1,906,1,0,2
2,NoInfoCost2,1,1,901,1,1,3
1,NoInfoCost2,2,1,902,1,1,3
1,NoInfoCost2,3,1,903,1,0,3
2,NoInfoCost2,4,1,904,1,0,3
2,NoInfoCost2,5,1,905,1,1,3
1,NoInfoCost2,6,1,906,1,1,3
2,NoInfoCost2,1,1,901,1,1,4
2,NoInfoCost2,2,1,902,1,1,4
1,NoInfoCost2,3,1,903,1,0,4
1,NoInfoCost2,4,1,904,1,1,4
1,NoInfoCost2,5,1,905,1,1,4
2,NoInfoCost2,6,1,906,1,0,4
2,NoInfoCost2,1,1,901,1,1,5
1,NoInfoCost2,2,1,902,1,0,5
1,NoInfoCost2,3,1,903,1,1,5
1,NoInfoCost2,4,1,904,1,0,5
2,NoInfoCost2,5,1,905,1,0,5
2,NoInfoCost2,6,1,906,1,0,5
2,NoInfoCost2,1,1,901,1,1,6
1,NoInfoCost2,2,1,902,1,1,6
1,NoInfoCost2,3,1,903,1,1,6
2,NoInfoCost2,4,1,904,1,0,6
2,NoInfoCost2,5,1,905,1,1,6
1,NoInfoCost2,6,1,906,1,0,6
1,NoInfoCost2,1,1,901,1,0,7
1,NoInfoCost2,2,1,902,1,0,7
2,NoInfoCost2,3,1,903,1,0,7
2,NoInfoCost2,4,1,904,0,-1,7
2,NoInfoCost2,5,1,905,1,0,7
1,NoInfoCost2,6,1,906,0,-1,7
2,NoInfoCost2,1,1,901,0,-1,8
2,NoInfoCost2,2,1,902,1,1,8
2,NoInfoCost2,3,1,903,1,1,8
1,NoInfoCost2,4,1,904,1,1,8
1,NoInfoCost2,5,1,905,0,-1,8
1,NoInfoCost2,6,1,906,1,1,8
2,NoInfoCost2,1,1,901,1,1,9
2,NoInfoCost2,2,1,902,1,1,9
1,NoInfoCost2,3,1,903,1,1,9
2,NoInfoCost2,4,1,904,1,0,9
1,NoInfoCost2,5,1,905,1,0,9
1,NoInfoCost2,6,1,906,1,1,9
1,NoInfoCost2,1,1,901,1,1,10
2,NoInfoCost2,2,1,902,1,1,10
1,NoInfoCost2,3,1,903,1,1,10
2,NoInfoCost2,4,1,904,1,1,10
2,NoInfoCost2,5,1,905,1,1,10
1,NoInfoCost2,6,1,906,1,1,10
1,NoInfoCost2,1,1,901,1,0,11
2,NoInfoCost2,2,1,902,1,1,11
2,NoInfoCost2,3,1,903,1,0,11
2,NoInfoCost2,4,1,904,1,1,11
1,NoInfoCost2,5,1,905,1,1,11
1,NoInfoCost2,6,1,906,1,1,11
1,NoInfoCost2,1,2,901,1,1,12
2,NoInfoCost2,2,2,902,1,1,12
1,NoInfoCost2,3,2,903,1,1,12
2,NoInfoCost2,4,2,904,1,1,12
2,NoInfoCost2,5,2,905,1,1,12
1,NoInfoCost2,6,2,906,1,1,12
1,NoInfoCost2,1,2,901,1,1,13
2,NoInfoCost2,2,2,902,1,1,13
1,NoInfoCost2,3,2,903,1,1,13
2,NoInfoCost2,4,2,904,1,1,13
2,NoInfoCost2,5,2,905,1,1,13
1,NoInfoCost2,6,2,906,1,1,13
1,NoInfoCost2,1,2,901,1,1,14
1,NoInfoCost2,2,2,902,1,1,14
2,NoInfoCost2,3,2,903,1,0,14
1,NoInfoCost2,4,2,904,1,0,14
2,NoInfoCost2,5,2,905,1,1,14
2,NoInfoCost2,6,2,906,1,1,14
1,NoInfoCost2,1,2,901,1,1,15
2,NoInfoCost2,2,2,902,0,-1,15
1,NoInfoCost2,3,2,903,0,-1,15
2,NoInfoCost2,4,2,904,1,1,15
1,NoInfoCost2,5,2,905,1,1,15
2,NoInfoCost2,6,2,906,1,1,15
2,NoInfoCost2,1,2,901,1,1,16
1,NoInfoCost2,2,2,902,1,1,16
2,NoInfoCost2,3,2,903,1,0,16
1,NoInfoCost2,4,2,904,1,1,16
2,NoInfoCost2,5,2,905,1,1,16
1,NoInfoCost2,6,2,906,1,0,16
1,NoInfoCost2,1,2,901,1,1,17
1,NoInfoCost2,2,2,902,1,1,17
2,NoInfoCost2,3,2,903,1,0,17
2,NoInfoCost2,4,2,904,1,1,17
2,NoInfoCost2,5,2,905,1,1,17
1,NoInfoCost2,6,2,906,1,0,17
2,NoInfoCost3,1,1,1001,1,1,1
1,NoInfoCost3,2,1,1002,0,-1,1
1,NoInfoCost3,3,1,1003,1,1,1
1,NoInfoCost3,4,1,1004,1,1,1
2,NoInfoCost3,5,1,1005,1,1,1
2,NoInfoCost3,6,1,1006,0,-1,1
2,NoInfoCost3,1,1,1001,1,0,2
2,NoInfoCost3,2,1,1002,1,0,2
1,NoInfoCost3,3,1,1003,1,0,2
2,NoInfoCost3,4,1,1004,1,0,2
1,NoInfoCost3,5,1,1005,1,0,2
1,NoInfoCost3,6,1,1006,1,0,2
1,NoInfoCost3,1,1,1001,1,0,3
2,NoInfoCost3,2,1,1002,0,-1,3
1,NoInfoCost3,3,1,1003,1,1,3
2,NoInfoCost3,4,1,1004,1,1,3
2,NoInfoCost3,5,1,1005,1,0,3
1,NoInfoCost3,6,1,1006,0,-1,3
1,NoInfoCost3,1,1,1001,0,-1,4
2,NoInfoCost3,2,1,1002,1,0,4
1,NoInfoCost3,3,1,1003,1,0,4
1,NoInfoCost3,4,1,1004,0,-1,4
2,NoInfoCost3,5,1,1005,0,-1,4
2,NoInfoCost3,6,1,1006,0,-1,4
1,NoInfoCost3,1,1,1001,1,1,5
1,NoInfoCost3,2,1,1002,0,-1,5
1,NoInfoCost3,3,1,1003,1,1,5
2,NoInfoCost3,4,1,1004,1,1,5
2,NoInfoCost3,5,1,1005,0,-1,5
2,NoInfoCost3,6,1,1006,1,1,5
1,NoInfoCost3,1,1,1001,1,1,6
2,NoInfoCost3,2,1,1002,1,0,6
2,NoInfoCost3,3,1,1003,1,1,6
2,NoInfoCost3,4,1,1004,1,1,6
1,NoInfoCost3,5,1,1005,1,0,6
1,NoInfoCost3,6,1,1006,1,1,6
2,NoInfoCost3,1,1,1001,1,0,7
2,NoInfoCost3,2,1,1002,1,0,7
1,NoInfoCost3,3,1,1003,1,0,7
1,NoInfoCost3,4,1,1004,1,0,7
2,NoInfoCost3,5,1,1005,1,0,7
1,NoInfoCost3,6,1,1006,1,0,7
1,NoInfoCost3,1,2,1001,1,1,8
1,NoInfoCost3,2,2,1002,0,-1,8
1,NoInfoCost3,3,2,1003,1,1,8
2,NoInfoCost3,4,2,1004,0,-1,8
2,NoInfoCost3,5,2,1005,1,1,8
2,NoInfoCost3,6,2,1006,1,1,8
1,NoInfoCost3,1,2,1001,1,1,9
1,NoInfoCost3,2,2,1002,0,-1,9
2,NoInfoCost3,3,2,1003,1,1,9
2,NoInfoCost3,4,2,1004,0,-1,9
1,NoInfoCost3,5,2,1005,1,1,9
2,NoInfoCost3,6,2,1006,1,1,9
2,NoInfoCost3,1,2,1001,1,0,10
2,NoInfoCost3,2,2,1002,1,1,10
1,NoInfoCost3,3,2,1003,1,1,10
1,NoInfoCost3,4,2,1004,1,1,10
1,NoInfoCost3,5,2,1005,1,0,10
2,NoInfoCost3,6,2,1006,1,1,10
1,NoInfoCost3,1,2,1001,0,-1,11
1,NoInfoCost3,2,2,1002,0,-1,11
1,NoInfoCost3,3,2,1003,1,1,11
2,NoInfoCost3,4,2,1004,1,1,11
2,NoInfoCost3,5,2,1005,0,-1,11
2,NoInfoCost3,6,2,1006,0,-1,11
2,NoInfoCost3,1,2,1001,1,1,12
1,NoInfoCost3,2,2,1002,0,-1,12
2,NoInfoCost3,3,2,1003,1,1,12
2,NoInfoCost3,4,2,1004,0,-1,12
1,NoInfoCost3,5,2,1005,1,1,12
1,NoInfoCost3,6,2,1006,1,1,12
1,NoInfoCost3,1,2,1001,0,-1,13
1,NoInfoCost3,2,2,1002,1,1,13
2,NoInfoCost3,3,2,1003,1,1,13
1,NoInfoCost3,4,2,1004,1,1,13
2,NoInfoCost3,5,2,1005,1,1,13
2,NoInfoCost3,6,2,1006,0,-1,13
1,NoInfoCost3,1,2,1001,1,1,14
2,NoInfoCost3,2,2,1002,1,1,14
1,NoInfoCost3,3,2,1003,1,1,14
2,NoInfoCost3,4,2,1004,1,1,14
1,NoInfoCost3,5,2,1005,1,1,14
2,NoInfoCost3,6,2,1006,1,1,14
2,NoInfoCost3,1,2,1001,1,0,15
1,NoInfoCost3,2,2,1002,1,0,15
1,NoInfoCost3,3,2,1003,1,1,15
1,NoInfoCost3,4,2,1004,1,1,15
2,NoInfoCost3,5,2,1005,1,1,15
2,NoInfoCost3,6,2,1006,1,1,15
2,InfoNoCost1,1,2,101,1,1,1
1,InfoNoCost1,2,2,102,1,1,1
1,InfoNoCost1,3,2,103,0,-1,1
2,InfoNoCost1,4,2,104,0,-1,1
2,InfoNoCost1,5,2,105,1,1,1
1,InfoNoCost1,6,2,106,1,1,1
1,InfoNoCost1,1,2,101,0,-1,2
2,InfoNoCost1,2,2,102,0,-1,2
1,InfoNoCost1,3,2,103,1,1,2
2,InfoNoCost1,4,2,104,1,1,2
2,InfoNoCost1,5,2,105,1,1,2
1,InfoNoCost1,6,2,106,1,1,2
2,InfoNoCost1,1,2,101,1,1,3
2,InfoNoCost1,2,2,102,0,-1,3
2,InfoNoCost1,3,2,103,1,1,3
1,InfoNoCost1,4,2,104,1,1,3
1,InfoNoCost1,5,2,105,0,-1,3
1,InfoNoCost1,6,2,106,1,1,3
1,InfoNoCost1,1,2,101,1,1,4
2,InfoNoCost1,2,2,102,1,1,4
2,InfoNoCost1,3,2,103,0,-1,4
2,InfoNoCost1,4,2,104,1,1,4
1,InfoNoCost1,5,2,105,0,-1,4
1,InfoNoCost1,6,2,106,1,1,4
2,InfoNoCost1,1,2,101,1,1,5
1,InfoNoCost1,2,2,102,1,1,5
2,InfoNoCost1,3,2,103,1,1,5
1,InfoNoCost1,4,2,104,1,1,5
2,InfoNoCost1,5,2,105,1,1,5
1,InfoNoCost1,6,2,106,1,1,5
1,InfoNoCost1,1,1,101,0,-1,6
1,InfoNoCost1,2,1,102,1,1,6
1,InfoNoCost1,3,1,103,0,-1,6
2,InfoNoCost1,4,1,104,0,-1,6
2,InfoNoCost1,5,1,105,0,-1,6
2,InfoNoCost1,6,1,106,1,1,6
2,InfoNoCost1,1,1,101,1,0,7
1,InfoNoCost1,2,1,102,1,1,7
2,InfoNoCost1,3,1,103,1,0,7
1,InfoNoCost1,4,1,104,1,0,7
1,InfoNoCost1,5,1,105,1,0,7
2,InfoNoCost1,6,1,106,1,1,7
1,InfoNoCost1,1,1,101,0,-1,8
2,InfoNoCost1,2,1,102,1,1,8
1,InfoNoCost1,3,1,103,1,1,8
2,InfoNoCost1,4,1,104,1,1,8
2,InfoNoCost1,5,1,105,0,-1,8
1,InfoNoCost1,6,1,106,1,1,8
1,InfoNoCost1,1,1,101,0,-1,9
2,InfoNoCost1,2,1,102,1,1,9
2,InfoNoCost1,3,1,103,0,-1,9
2,InfoNoCost1,4,1,104,1,1,9
1,InfoNoCost1,5,1,105,1,1,9
1,InfoNoCost1,6,1,106,1,1,9
1,InfoNoCost1,1,1,101,0,-1,10
2,InfoNoCost1,2,1,102,1,1,10
2,InfoNoCost1,3,1,103,0,-1,10
2,InfoNoCost1,4,1,104,1,1,10
1,InfoNoCost1,5,1,105,1,1,10
1,InfoNoCost1,6,1,106,1,1,10
2,InfoNoCost1,1,1,101,1,0,11
2,InfoNoCost1,2,1,102,1,1,11
1,InfoNoCost1,3,1,103,1,1,11
2,InfoNoCost1,4,1,104,1,1,11
1,InfoNoCost1,5,1,105,1,1,11
1,InfoNoCost1,6,1,106,1,0,11
1,InfoNoCost1,1,1,101,0,-1,12
2,InfoNoCost1,2,1,102,0,-1,12
2,InfoNoCost1,3,1,103,1,1,12
1,InfoNoCost1,4,1,104,1,1,12
2,InfoNoCost1,5,1,105,1,1,12
1,InfoNoCost1,6,1,106,1,1,12
2,InfoNoCost1,1,1,101,1,0,13
1,InfoNoCost1,2,1,102,1,1,13
2,InfoNoCost1,3,1,103,1,1,13
2,InfoNoCost1,4,1,104,1,1,13
1,InfoNoCost1,5,1,105,1,0,13
1,InfoNoCost1,6,1,106,1,1,13
2,InfoNoCost1,1,1,101,1,0,14
2,InfoNoCost1,2,1,102,1,1,14
1,InfoNoCost1,3,1,103,1,1,14
1,InfoNoCost1,4,1,104,1,0,14
1,InfoNoCost1,5,1,105,1,1,14
2,InfoNoCost1,6,1,106,1,1,14
1,InfoNoCost2,1,2,201,0,-1,1
2,InfoNoCost2,2,2,202,1,1,1
2,InfoNoCost2,3,2,203,1,1,1
1,InfoNoCost2,4,2,204,1,1,1
2,InfoNoCost2,5,2,205,0,-1,1
1,InfoNoCost2,6,2,206,1,1,1
2,InfoNoCost2,1,2,201,1,1,2
1,InfoNoCost2,2,2,202,1,1,2
1,InfoNoCost2,3,2,203,1,1,2
2,InfoNoCost2,4,2,204,1,1,2
1,InfoNoCost2,5,2,205,1,1,2
2,InfoNoCost2,6,2,206,1,1,2
1,InfoNoCost2,1,2,201,1,1,3
1,InfoNoCost2,2,2,202,1,1,3
2,InfoNoCost2,3,2,203,1,1,3
2,InfoNoCost2,4,2,204,1,1,3
1,InfoNoCost2,5,2,205,1,1,3
2,InfoNoCost2,6,2,206,1,1,3
2,InfoNoCost2,1,2,201,1,1,4
2,InfoNoCost2,2,2,202,1,1,4
1,InfoNoCost2,3,2,203,1,1,4
1,InfoNoCost2,4,2,204,1,1,4
2,InfoNoCost2,5,2,205,1,1,4
1,InfoNoCost2,6,2,206,1,1,4
1,InfoNoCost2,1,2,201,1,1,5
1,InfoNoCost2,2,2,202,1,1,5
2,InfoNoCost2,3,2,203,1,1,5
2,InfoNoCost2,4,2,204,1,1,5
2,InfoNoCost2,5,2,205,1,1,5
1,InfoNoCost2,6,2,206,1,1,5
1,InfoNoCost2,1,2,201,1,1,6
2,InfoNoCost2,2,2,202,1,1,6
1,InfoNoCost2,3,2,203,1,1,6
2,InfoNoCost2,4,2,204,1,1,6
2,InfoNoCost2,5,2,205,1,1,6
1,InfoNoCost2,6,2,206,1,1,6
2,InfoNoCost2,1,2,201,1,1,7
2,InfoNoCost2,2,2,202,1,1,7
1,InfoNoCost2,3,2,203,1,1,7
1,InfoNoCost2,4,2,204,1,1,7
1,InfoNoCost2,5,2,205,1,1,7
2,InfoNoCost2,6,2,206,1,1,7
1,InfoNoCost2,1,2,201,1,1,8
2,InfoNoCost2,2,2,202,1,1,8
1,InfoNoCost2,3,2,203,1,1,8
2,InfoNoCost2,4,2,204,1,1,8
1,InfoNoCost2,5,2,205,1,1,8
2,InfoNoCost2,6,2,206,1,1,8
2,InfoNoCost2,1,1,201,1,0,9
1,InfoNoCost2,2,1,202,1,0,9
1,InfoNoCost2,3,1,203,1,0,9
2,InfoNoCost2,4,1,204,1,0,9
1,InfoNoCost2,5,1,205,1,0,9
2,InfoNoCost2,6,1,206,1,0,9
1,InfoNoCost2,1,1,201,0,-1,10
1,InfoNoCost2,2,1,202,1,1,10
2,InfoNoCost2,3,1,203,1,1,10
2,InfoNoCost2,4,1,204,0,-1,10
1,InfoNoCost2,5,1,205,0,-1,10
2,InfoNoCost2,6,1,206,0,-1,10
2,InfoNoCost2,1,1,201,1,1,11
1,InfoNoCost2,2,1,202,1,1,11
2,InfoNoCost2,3,1,203,0,-1,11
1,InfoNoCost2,4,1,204,0,-1,11
2,InfoNoCost2,5,1,205,0,-1,11
1,InfoNoCost2,6,1,206,0,-1,11
2,InfoNoCost2,1,1,201,0,-1,12
1,InfoNoCost2,2,1,202,1,1,12
2,InfoNoCost2,3,1,203,1,1,12
1,InfoNoCost2,4,1,204,0,-1,12
2,InfoNoCost2,5,1,205,0,-1,12
1,InfoNoCost2,6,1,206,0,-1,12
2,InfoNoCost3,1,2,301,0,-1,1
2,InfoNoCost3,2,2,302,1,1,1
1,InfoNoCost3,3,2,303,0,-1,1
1,InfoNoCost3,4,2,304,1,1,1
1,InfoNoCost3,5,2,305,1,1,1
2,InfoNoCost3,6,2,306,1,1,1
2,InfoNoCost3,1,2,301,0,-1,2
2,InfoNoCost3,2,2,302,0,-1,2
1,InfoNoCost3,3,2,303,0,-1,2
2,InfoNoCost3,4,2,304,1,1,2
1,InfoNoCost3,5,2,305,1,1,2
1,InfoNoCost3,6,2,306,0,-1,2
1,InfoNoCost3,1,2,301,0,-1,3
2,InfoNoCost3,2,2,302,1,1,3
2,InfoNoCost3,3,2,303,0,-1,3
1,InfoNoCost3,4,2,304,1,1,3
1,InfoNoCost3,5,2,305,1,1,3
2,InfoNoCost3,6,2,306,1,1,3
1,InfoNoCost3,1,2,301,0,-1,4
2,InfoNoCost3,2,2,302,1,1,4
1,InfoNoCost3,3,2,303,1,1,4
2,InfoNoCost3,4,2,304,0,-1,4
2,InfoNoCost3,5,2,305,1,1,4
1,InfoNoCost3,6,2,306,1,1,4
1,InfoNoCost3,1,2,301,1,1,5
2,InfoNoCost3,2,2,302,1,1,5
1,InfoNoCost3,3,2,303,1,1,5
1,InfoNoCost3,4,2,304,1,1,5
2,InfoNoCost3,5,2,305,1,1,5
2,InfoNoCost3,6,2,306,1,1,5
1,InfoNoCost3,1,2,301,1,1,6
2,InfoNoCost3,2,2,302,1,1,6
1,InfoNoCost3,3,2,303,1,1,6
2,InfoNoCost3,4,2,304,1,1,6
1,InfoNoCost3,5,2,305,1,1,6
2,InfoNoCost3,6,2,306,1,1,6
1,InfoNoCost3,1,2,301,1,1,7
2,InfoNoCost3,2,2,302,1,1,7
2,InfoNoCost3,3,2,303,1,1,7
1,InfoNoCost3,4,2,304,1,1,7
2,InfoNoCost3,5,2,305,1,1,7
1,InfoNoCost3,6,2,306,1,1,7
1,InfoNoCost3,1,1,301,0,-1,8
1,InfoNoCost3,2,1,302,0,-1,8
2,InfoNoCost3,3,1,303,0,-1,8
2,InfoNoCost3,4,1,304,1,1,8
1,InfoNoCost3,5,1,305,1,1,8
2,InfoNoCost3,6,1,306,0,-1,8
2,InfoNoCost3,1,1,301,1,0,9
2,InfoNoCost3,2,1,302,1,1,9
2,InfoNoCost3,3,1,303,1,0,9
1,InfoNoCost3,4,1,304,1,0,9
1,InfoNoCost3,5,1,305,1,1,9
1,InfoNoCost3,6,1,306,1,0,9
1,InfoNoCost3,1,1,301,1,1,10
1,InfoNoCost3,2,1,302,0,-1,10
2,InfoNoCost3,3,1,303,0,-1,10
2,InfoNoCost3,4,1,304,1,1,10
1,InfoNoCost3,5,1,305,1,1,10
2,InfoNoCost3,6,1,306,1,1,10
2,InfoNoCost3,1,1,301,1,0,11
2,InfoNoCost3,2,1,302,1,0,11
1,InfoNoCost3,3,1,303,1,1,11
1,InfoNoCost3,4,1,304,1,0,11
1,InfoNoCost3,5,1,305,1,0,11
2,InfoNoCost3,6,1,306,1,1,11
2,InfoNoCost3,1,1,301,1,0,12
1,InfoNoCost3,2,1,302,0,-1,12
2,InfoNoCost3,3,1,303,0,-1,12
1,InfoNoCost3,4,1,304,1,0,12
2,InfoNoCost3,5,1,305,1,0,12
1,InfoNoCost3,6,1,306,1,0,12
2,InfoNoCost3,1,1,301,1,1,13
1,InfoNoCost3,2,1,302,0,-1,13
1,InfoNoCost3,3,1,303,1,1,13
2,InfoNoCost3,4,1,304,0,-1,13
1,InfoNoCost3,5,1,305,1,1,13
2,InfoNoCost3,6,1,306,1,1,13
1,InfoNoCost3,1,1,301,1,1,14
1,InfoNoCost3,2,1,302,0,-1,14
2,InfoNoCost3,3,1,303,0,-1,14
1,InfoNoCost3,4,1,304,1,1,14
2,InfoNoCost3,5,1,305,1,1,14
2,InfoNoCost3,6,1,306,1,1,14
1,InfoNoCost3,1,1,301,1,0,15
2,InfoNoCost3,2,1,302,1,0,15
2,InfoNoCost3,3,1,303,1,0,15
2,InfoNoCost3,4,1,304,1,1,15
1,InfoNoCost3,5,1,305,1,1,15
1,InfoNoCost3,6,1,306,1,0,15
1,InfoNoCost3,1,1,301,1,1,16
2,InfoNoCost3,2,1,302,1,0,16
1,InfoNoCost3,3,1,303,1,0,16
2,InfoNoCost3,4,1,304,1,1,16
1,InfoNoCost3,5,1,305,1,0,16
2,InfoNoCost3,6,1,306,1,0,16
