gamma,info,pi,A,Aactive,B,session,eSubj,bad,trust,honor,triad_id
2,1,0.05,2,2,0,8,811,1,0,NA,8026
2,1,0.05,0,2,1,8,815,1,0,NA,8026
2,1,0.05,1,1,0,8,809,1,1,1,8027
2,1,0.05,2,1,0,8,820,1,1,1,8027
2,1,0.05,0,1,1,8,813,1,1,1,8027
2,1,0.05,1,2,0,8,817,1,1,1,8031
2,1,0.05,2,2,0,8,816,1,1,1,8031
2,1,0.05,0,2,1,8,819,1,1,1,8031
2,1,0.05,1,2,0,8,807,1,1,1,8032
2,1,0.05,2,2,0,8,814,1,1,1,8032
2,1,0.05,0,2,1,8,811,1,1,1,8032
2,1,0.05,1,1,0,8,821,1,1,0,8033
2,1,0.05,2,1,0,8,805,1,1,0,8033
2,1,0.05,0,1,1,8,802,1,1,0,8033
2,1,0.05,1,2,0,8,812,1,1,0,8034
2,1,0.05,2,2,0,8,810,1,1,0,8034
2,1,0.05,0,2,1,8,804,1,1,0,8034
2,1,0.05,1,2,0,8,815,1,0,NA,8035
2,1,0.05,2,2,0,8,809,1,0,NA,8035
2,1,0.05,0,2,1,8,803,1,0,NA,8035
2,1,0.05,1,1,0,8,813,1,0,NA,8036
2,1,0.05,2,1,0,8,801,1,0,NA,8036
2,1,0.05,0,1,1,8,818,1,0,NA,8036
2,1,0.05,1,1,0,8,806,0,1,1,8037
2,1,0.05,2,1,0,8,808,0,1,1,8037
2,1,0.05,0,1,1,8,820,0,1,1,8037
2,1,0.05,1,2,0,8,802,1,1,1,8041
2,1,0.05,2,2,0,8,813,1,1,1,8041
2,1,0.05,0,2,1,8,814,1,1,1,8041
2,1,0.05,1,2,0,8,820,1,1,1,8042
2,1,0.05,2,2,0,8,815,1,1,1,8042
2,1,0.05,0,2,1,8,808,1,1,1,8042
2,1,0.05,1,1,0,8,803,1,1,1,8043
2,1,0.05,2,1,0,8,812,1,1,1,8043
2,1,0.05,0,1,1,8,801,1,1,1,8043
2,1,0.05,1,2,0,8,804,1,1,1,8044
2,1,0.05,2,2,0,8,821,1,1,1,8044
2,1,0.05,0,2,1,8,809,1,1,1,8044
2,1,0.05,1,1,0,8,811,1,1,1,8045
2,1,0.05,2,1,0,8,806,1,1,1,8045
2,1,0.05,0,1,1,8,805,1,1,1,8045
2,1,0.05,1,2,0,8,818,1,1,1,8046
2,1,0.05,2,2,0,8,817,1,1,1,8046
2,1,0.05,0,2,1,8,810,1,1,1,8046
2,1,0.05,1,2,0,8,819,0,1,1,8047
2,1,0.05,2,2,0,8,807,0,1,1,8047
2,1,0.05,0,2,1,8,816,0,1,1,8047
2,1,0.05,1,2,0,8,816,1,1,1,8051
2,1,0.05,2,2,0,8,819,1,1,1,8051
2,1,0.05,0,2,1,8,821,1,1,1,8051
2,1,0.05,1,2,0,8,814,1,1,1,8052
2,1,0.05,2,2,0,8,820,1,1,1,8052
2,1,0.05,0,2,1,8,812,1,1,1,8052
2,1,0.05,1,2,0,8,810,1,1,1,8053
2,1,0.05,2,2,0,8,802,1,1,1,8053
2,1,0.05,0,2,1,8,813,1,1,1,8053
2,1,0.05,1,1,0,8,808,1,1,1,8054
2,1,0.05,2,1,0,8,811,1,1,1,8054
2,1,0.05,0,1,1,8,817,1,1,1,8054
2,1,0.05,1,2,0,8,801,1,1,1,8055
2,1,0.05,2,2,0,8,803,1,1,1,8055
2,1,0.05,0,2,1,8,815,1,1,1,8055
2,1,0.05,1,2,0,8,809,1,1,1,8056
2,1,0.05,2,2,0,8,804,1,1,1,8056
2,1,0.05,0,2,1,8,806,1,1,1,8056
2,1,0.05,1,2,0,8,805,1,1,0,8057
2,1,0.05,2,2,0,8,818,1,1,0,8057
2,1,0.05,0,2,1,8,807,1,1,0,8057
2,1,0.05,1,2,0,8,812,1,1,1,8061
2,1,0.05,2,2,0,8,810,1,1,1,8061
2,1,0.05,0,2,1,8,811,1,1,1,8061
2,1,0.05,1,1,0,8,817,1,1,1,8062
2,1,0.05,2,1,0,8,805,1,1,1,8062
2,1,0.05,0,1,1,8,820,1,1,1,8062
2,1,0.05,1,1,0,8,815,1,1,1,8063
2,1,0.05,2,1,0,8,809,1,1,1,8063
2,1,0.05,0,1,1,8,818,1,1,1,8063
2,1,0.05,1,2,0,8,806,1,1,1,8064
2,1,0.05,2,2,0,8,816,1,1,1,8064
2,1,0.05,0,2,1,8,803,1,1,1,8064
2,1,0.05,1,2,0,8,807,1,1,1,8065
2,1,0.05,2,2,0,8,808,1,1,1,8065
2,1,0.05,0,2,1,8,804,1,1,1,8065
2,1,0.05,1,1,0,8,813,1,1,1,8066
2,1,0.05,2,1,0,8,814,1,1,1,8066
2,1,0.05,0,1,1,8,819,1,1,1,8066
2,1,0.05,1,1,0,8,821,1,1,1,8067
2,1,0.05,2,1,0,8,801,1,1,1,8067
2,1,0.05,0,1,1,8,802,1,1,1,8067
1,0,0.05,1,2,0,8,819,1,1,1,8071
1,0,0.05,2,2,0,8,813,1,1,1,8071
1,0,0.05,0,2,1,8,816,1,1,1,8071
1,0,0.05,1,1,0,8,818,1,1,1,8072
1,0,0.05,2,1,0,8,817,1,1,1,8072
1,0,0.05,0,1,1,8,808,1,1,1,8072
1,0,0.05,1,1,0,8,803,1,1,1,8073
1,0,0.05,2,1,0,8,821,1,1,1,8073
1,0,0.05,0,1,1,8,809,1,1,1,8073
1,0,0.05,1,2,0,8,804,1,1,1,8074
1,0,0.05,2,2,0,8,807,1,1,1,8074
1,0,0.05,0,2,1,8,805,1,1,1,8074
1,0,0.05,1,2,0,8,811,1,1,1,8075
1,0,0.05,2,2,0,8,812,1,1,1,8075
1,0,0.05,0,2,1,8,801,1,1,1,8075
1,0,0.05,1,1,0,8,802,1,1,1,8076
1,0,0.05,2,1,0,8,806,1,1,1,8076
1,0,0.05,0,1,1,8,814,1,1,1,8076
1,0,0.05,1,2,0,8,820,1,1,1,8077
1,0,0.05,2,2,0,8,815,1,1,1,8077
1,0,0.05,0,2,1,8,810,1,1,1,8077
1,0,0.05,1,2,0,8,805,1,1,1,8081
1,0,0.05,2,2,0,8,811,1,1,1,8081
1,0,0.05,0,2,1,8,821,1,1,1,8081
1,0,0.05,1,2,0,8,809,1,1,1,8082
1,0,0.05,2,2,0,8,802,1,1,1,8082
1,0,0.05,0,2,1,8,807,1,1,1,8082
1,0,0.05,1,1,0,8,814,1,1,1,8083
1,0,0.05,2,1,0,8,818,1,1,1,8083
1,0,0.05,0,1,1,8,813,1,1,1,8083
1,0,0.05,1,2,0,8,801,1,1,1,8084
1,0,0.05,2,2,0,8,803,1,1,1,8084
1,0,0.05,0,2,1,8,812,1,1,1,8084
1,0,0.05,1,2,0,8,810,1,1,1,8085
1,0,0.05,2,2,0,8,819,1,1,1,8085
1,0,0.05,0,2,1,8,815,1,1,1,8085
1,0,0.05,1,2,0,8,808,1,1,1,8086
1,0,0.05,2,2,0,8,804,1,1,1,8086
1,0,0.05,0,2,1,8,817,1,1,1,8086
1,0,0.05,1,1,0,8,816,0,1,1,8087
1,0,0.05,2,1,0,8,820,0,1,1,8087
1,0,0.05,0,1,1,8,806,0,1,1,8087
1,0,0.05,1,2,0,8,817,1,1,1,8091
1,0,0.05,2,2,0,8,805,1,1,1,8091
1,0,0.05,0,2,1,8,818,1,1,1,8091
1,0,0.05,1,2,0,8,807,1,1,1,8092
1,0,0.05,2,2,0,8,814,1,1,1,8092
1,0,0.05,0,2,1,8,819,1,1,1,8092
1,0,0.05,1,2,0,8,813,1,1,1,8093
1,0,0.05,2,2,0,8,808,1,1,1,8093
1,0,0.05,0,2,1,8,820,1,1,1,8093
1,0,0.05,1,1,0,8,815,1,1,1,8094
1,0,0.05,2,1,0,8,809,1,1,1,8094
1,0,0.05,0,1,1,8,804,1,1,1,8094
1,0,0.05,1,1,0,8,821,1,1,1,8095
1,0,0.05,2,1,0,8,801,1,1,1,8095
1,0,0.05,0,1,1,8,803,1,1,1,8095
1,0,0.05,1,2,0,8,806,1,1,1,8096
1,0,0.05,2,2,0,8,810,1,1,1,8096
1,0,0.05,0,2,1,8,802,1,1,1,8096
1,0,0.05,1,1,0,8,812,0,0,NA,8097
1,0,0.05,2,1,0,8,816,0,0,NA,8097
1,0,0.05,0,1,1,8,811,0,0,NA,8097
1,0,0.05,1,1,0,8,819,1,1,1,8101
1,0,0.05,2,1,0,8,807,1,1,1,8101
1,0,0.05,0,1,1,8,810,1,1,1,8101
1,0,0.05,1,2,0,8,803,1,1,1,8102
1,0,0.05,2,2,0,8,806,1,1,1,8102
1,0,0.05,0,2,1,8,805,1,1,1,8102
1,0,0.05,1,1,0,8,802,1,1,1,8103
1,0,0.05,2,1,0,8,815,1,1,1,8103
1,0,0.05,0,1,1,8,814,1,1,1,8103
1,0,0.05,1,2,0,8,818,1,1,0,8104
1,0,0.05,2,2,0,8,821,1,1,0,8104
1,0,0.05,0,2,1,8,808,1,1,0,8104
1,0,0.05,1,1,0,8,820,1,1,1,8105
1,0,0.05,2,1,0,8,817,1,1,1,8105
1,0,0.05,0,1,1,8,801,1,1,1,8105
1,0,0.05,1,2,0,8,804,1,0,NA,8106
1,0,0.05,2,2,0,8,812,1,0,NA,8106
1,0,0.05,0,2,1,8,809,1,0,NA,8106
1,0,0.05,1,2,0,8,811,1,1,0,8107
1,0,0.05,2,2,0,8,813,1,1,0,8107
1,0,0.05,0,2,1,8,816,1,1,0,8107
1,0,0.05,1,2,0,8,814,1,0,NA,8111
1,0,0.05,2,2,0,8,811,1,0,NA,8111
1,0,0.05,0,2,1,8,806,1,0,NA,8111
1,0,0.05,1,2,0,8,808,1,1,1,8112
1,0,0.05,2,2,0,8,804,1,1,1,8112
1,0,0.05,0,2,1,8,815,1,1,1,8112
1,0,0.05,1,2,0,8,805,1,1,0,8113
1,0,0.05,2,2,0,8,803,1,1,0,8113
1,0,0.05,0,2,1,8,821,1,1,0,8113
1,0,0.05,1,1,0,8,809,1,1,0,8114
1,0,0.05,2,1,0,8,820,1,1,0,8114
1,0,0.05,0,1,1,8,812,1,1,0,8114
1,0,0.05,1,1,0,8,816,1,0,NA,8115
1,0,0.05,2,1,0,8,818,1,0,NA,8115
1,0,0.05,0,1,1,8,813,1,0,NA,8115
1,0,0.05,1,2,0,8,801,1,1,0,8116
1,0,0.05,2,2,0,8,819,1,1,0,8116
1,0,0.05,0,2,1,8,817,1,1,0,8116
1,0,0.05,1,1,0,8,810,0,1,0,8117
1,0,0.05,2,1,0,8,802,0,1,0,8117
1,0,0.05,0,1,1,8,807,0,1,0,8117
1,0,0.05,1,2,0,8,806,1,1,1,8121
1,0,0.05,2,2,0,8,810,1,1,1,8121
1,0,0.05,0,2,1,8,818,1,1,1,8121
1,0,0.05,1,2,0,8,807,1,1,1,8122
1,0,0.05,2,2,0,8,816,1,1,1,8122
1,0,0.05,0,2,1,8,804,1,1,1,8122
1,0,0.05,1,2,0,8,812,1,0,NA,8123
1,0,0.05,2,2,0,8,805,1,0,NA,8123
1,0,0.05,0,2,1,8,820,1,0,NA,8123
1,0,0.05,1,1,0,8,821,1,1,1,8124
1,0,0.05,2,1,0,8,814,1,1,1,8124
1,0,0.05,0,1,1,8,802,1,1,1,8124
1,0,0.05,1,2,0,8,817,1,1,0,8125
1,0,0.05,2,2,0,8,801,1,1,0,8125
1,0,0.05,0,2,1,8,803,1,1,0,8125
1,0,0.05,1,2,0,8,815,0,0,NA,8126
1,0,0.05,2,2,0,8,809,0,0,NA,8126
1,0,0.05,0,2,1,8,811,0,0,NA,8126
1,0,0.05,1,2,0,8,813,0,0,NA,8127
1,0,0.05,2,2,0,8,808,0,0,NA,8127
1,0,0.05,0,2,1,8,819,0,0,NA,8127
1,0,0.4,1,1,0,9,907,1,1,0,9011
1,0,0.4,2,1,0,9,909,1,1,0,9011
1,0,0.4,0,1,1,9,906,1,1,0,9011
1,0,0.4,1,2,0,9,911,1,0,NA,9012
1,0,0.4,2,2,0,9,915,1,0,NA,9012
1,0,0.4,0,2,1,9,903,1,0,NA,9012
1,0,0.4,1,1,0,9,912,1,0,NA,9013
1,0,0.4,2,1,0,9,910,1,0,NA,9013
1,0,0.4,0,1,1,9,908,1,0,NA,9013
1,0,0.4,1,2,0,9,914,0,0,NA,9014
1,0,0.4,2,2,0,9,904,0,0,NA,9014
1,0,0.4,0,2,1,9,901,0,0,NA,9014
1,0,0.4,1,2,0,9,902,0,1,1,9015
1,0,0.4,2,2,0,9,913,0,1,1,9015
1,0,0.4,0,2,1,9,905,0,1,1,9015
1,0,0.4,1,2,0,9,906,1,1,1,9021
1,0,0.4,2,2,0,9,907,1,1,1,9021
1,0,0.4,0,2,1,9,909,1,1,1,9021
1,0,0.4,1,2,0,9,901,1,1,1,9022
1,0,0.4,2,2,0,9,914,1,1,1,9022
1,0,0.4,0,2,1,9,915,1,1,1,9022
1,0,0.4,1,2,0,9,905,0,1,1,9023
1,0,0.4,2,2,0,9,911,0,1,1,9023
1,0,0.4,0,2,1,9,904,0,1,1,9023
1,0,0.4,1,1,0,9,903,0,1,1,9024
1,0,0.4,2,1,0,9,912,0,1,1,9024
1,0,0.4,0,1,1,9,910,0,1,1,9024
1,0,0.4,1,2,0,9,908,0,1,1,9025
1,0,0.4,2,2,0,9,902,0,1,1,9025
1,0,0.4,0,2,1,9,913,0,1,1,9025
1,0,0.4,1,1,0,9,915,1,1,1,9031
1,0,0.4,2,1,0,9,906,1,1,1,9031
1,0,0.4,0,1,1,9,907,1,1,1,9031
1,0,0.4,1,2,0,9,904,1,0,NA,9032
1,0,0.4,2,2,0,9,908,1,0,NA,9032
1,0,0.4,0,2,1,9,902,1,0,NA,9032
1,0,0.4,1,2,0,9,910,1,1,1,9033
1,0,0.4,2,2,0,9,903,1,1,1,9033
1,0,0.4,0,2,1,9,914,1,1,1,9033
1,0,0.4,1,1,0,9,909,0,1,1,9034
1,0,0.4,2,1,0,9,905,0,1,1,9034
1,0,0.4,0,1,1,9,912,0,1,1,9034
1,0,0.4,1,2,0,9,913,0,1,1,9035
1,0,0.4,2,2,0,9,901,0,1,1,9035
1,0,0.4,0,2,1,9,911,0,1,1,9035
1,0,0.4,1,2,0,9,902,1,1,0,9041
1,0,0.4,2,2,0,9,913,1,1,0,9041
1,0,0.4,0,2,1,9,901,1,1,0,9041
1,0,0.4,1,2,0,9,914,1,1,1,9042
1,0,0.4,2,2,0,9,915,1,1,1,9042
1,0,0.4,0,2,1,9,906,1,1,1,9042
1,0,0.4,1,2,0,9,911,1,1,1,9043
1,0,0.4,2,2,0,9,904,1,1,1,9043
1,0,0.4,0,2,1,9,908,1,1,1,9043
1,0,0.4,1,1,0,9,912,0,1,1,9044
1,0,0.4,2,1,0,9,910,0,1,1,9044
1,0,0.4,0,1,1,9,905,0,1,1,9044
1,0,0.4,1,1,0,9,907,0,1,1,9045
1,0,0.4,2,1,0,9,909,0,1,1,9045
1,0,0.4,0,1,1,9,903,0,1,1,9045
1,0,0.4,1,1,0,9,905,1,1,1,9051
1,0,0.4,2,1,0,9,911,1,1,1,9051
1,0,0.4,0,1,1,9,910,1,1,1,9051
1,0,0.4,1,2,0,9,903,1,1,1,9052
1,0,0.4,2,2,0,9,907,1,1,1,9052
1,0,0.4,0,2,1,9,904,1,1,1,9052
1,0,0.4,1,2,0,9,908,1,1,1,9053
1,0,0.4,2,2,0,9,914,1,1,1,9053
1,0,0.4,0,2,1,9,909,1,1,1,9053
1,0,0.4,1,2,0,9,901,1,1,1,9054
1,0,0.4,2,2,0,9,902,1,1,1,9054
1,0,0.4,0,2,1,9,913,1,1,1,9054
1,0,0.4,1,2,0,9,906,0,1,1,9055
1,0,0.4,2,2,0,9,912,0,1,1,9055
1,0,0.4,0,2,1,9,915,0,1,1,9055
2,1,0.4,1,2,0,9,913,1,1,1,9071
2,1,0.4,2,2,0,9,903,1,1,1,9071
2,1,0.4,0,2,1,9,904,1,1,1,9071
2,1,0.4,1,2,0,9,901,1,1,1,9072
2,1,0.4,2,2,0,9,909,1,1,1,9072
2,1,0.4,0,2,1,9,906,1,1,1,9072
2,1,0.4,1,2,0,9,907,1,1,1,9073
2,1,0.4,2,2,0,9,905,1,1,1,9073
2,1,0.4,0,2,1,9,914,1,1,1,9073
2,1,0.4,1,2,0,9,908,0,1,1,9074
2,1,0.4,2,2,0,9,912,0,1,1,9074
2,1,0.4,0,2,1,9,910,0,1,1,9074
2,1,0.4,1,1,0,9,911,0,1,1,9075
2,1,0.4,2,1,0,9,902,0,1,1,9075
2,1,0.4,0,1,1,9,915,0,1,1,9075
2,1,0.4,1,1,0,9,904,1,1,1,9081
2,1,0.4,2,1,0,9,908,1,1,1,9081
2,1,0.4,0,1,1,9,912,1,1,1,9081
2,1,0.4,1,2,0,9,914,1,1,1,9082
2,1,0.4,2,2,0,9,913,1,1,1,9082
2,1,0.4,0,2,1,9,903,1,1,1,9082
2,1,0.4,1,1,0,9,910,1,1,0,9083
2,1,0.4,2,1,0,9,907,1,1,0,9083
2,1,0.4,0,1,1,9,905,1,1,0,9083
2,1,0.4,1,2,0,9,915,0,1,1,9084
2,1,0.4,2,2,0,9,901,0,1,1,9084
2,1,0.4,0,2,1,9,902,0,1,1,9084
2,1,0.4,1,2,0,9,906,0,1,1,9085
2,1,0.4,2,2,0,9,911,0,1,1,9085
2,1,0.4,0,2,1,9,909,0,1,1,9085
2,1,0.4,1,2,0,9,912,1,1,1,9091
2,1,0.4,2,2,0,9,906,1,1,1,9091
2,1,0.4,0,2,1,9,901,1,1,1,9091
2,1,0.4,1,2,0,9,903,1,1,1,9092
2,1,0.4,2,2,0,9,915,1,1,1,9092
2,1,0.4,0,2,1,9,911,1,1,1,9092
2,1,0.4,1,2,0,9,905,0,0,NA,9093
2,1,0.4,2,2,0,9,910,0,0,NA,9093
2,1,0.4,0,2,1,9,907,0,0,NA,9093
2,1,0.4,1,1,0,9,909,0,1,1,9094
2,1,0.4,2,1,0,9,914,0,1,1,9094
2,1,0.4,0,1,1,9,913,0,1,1,9094
2,1,0.4,1,1,0,9,902,0,1,1,9095
2,1,0.4,2,1,0,9,904,0,1,1,9095
2,1,0.4,0,1,1,9,908,0,1,1,9095
2,1,0.4,1,1,0,9,901,1,1,1,9101
2,1,0.4,2,1,0,9,902,1,1,1,9101
2,1,0.4,0,1,1,9,904,1,1,1,9101
2,1,0.4,1,1,0,9,913,0,1,1,9102
2,1,0.4,2,1,0,9,909,0,1,1,9102
2,1,0.4,0,1,1,9,910,0,1,1,9102
2,1,0.4,1,1,0,9,908,0,1,1,9103
2,1,0.4,2,1,0,9,905,0,1,1,9103
2,1,0.4,0,1,1,9,914,0,1,1,9103
2,1,0.4,1,1,0,9,911,0,1,1,9104
2,1,0.4,2,1,0,9,903,0,1,1,9104
2,1,0.4,0,1,1,9,906,0,1,1,9104
2,1,0.4,1,1,0,9,907,0,1,1,9105
2,1,0.4,2,1,0,9,912,0,1,1,9105
2,1,0.4,0,1,1,9,915,0,1,1,9105
2,1,0.4,1,1,0,9,910,1,1,1,9111
2,1,0.4,2,1,0,9,908,1,1,1,9111
2,1,0.4,0,1,1,9,909,1,1,1,9111
2,1,0.4,1,2,0,9,914,1,1,1,9112
2,1,0.4,2,2,0,9,901,1,1,1,9112
2,1,0.4,0,2,1,9,902,1,1,1,9112
2,1,0.4,1,1,0,9,906,1,1,1,9113
2,1,0.4,2,1,0,9,911,1,1,1,9113
2,1,0.4,0,1,1,9,905,1,1,1,9113
2,1,0.4,1,2,0,9,915,0,1,1,9114
2,1,0.4,2,2,0,9,907,0,1,1,9114
2,1,0.4,0,2,1,9,912,0,1,1,9114
2,1,0.4,1,2,0,9,904,0,1,1,9115
2,1,0.4,2,2,0,9,913,0,1,1,9115
2,1,0.4,0,2,1,9,903,0,1,1,9115
2,1,0.4,1,2,0,9,912,1,1,1,9121
2,1,0.4,2,2,0,9,914,1,1,1,9121
2,1,0.4,0,2,1,9,908,1,1,1,9121
2,1,0.4,1,1,0,9,905,0,1,1,9122
2,1,0.4,2,1,0,9,910,0,1,1,9122
2,1,0.4,0,1,1,9,901,0,1,1,9122
2,1,0.4,1,2,0,9,902,0,1,1,9123
2,1,0.4,2,2,0,9,915,0,1,1,9123
2,1,0.4,0,2,1,9,907,0,1,1,9123
2,1,0.4,1,2,0,9,909,0,1,1,9124
2,1,0.4,2,2,0,9,906,0,1,1,9124
2,1,0.4,0,2,1,9,911,0,1,1,9124
2,1,0.4,1,2,0,9,903,0,1,1,9125
2,1,0.4,2,2,0,9,904,0,1,1,9125
2,1,0.4,0,2,1,9,913,0,1,1,9125
1,0,0.2,1,2,0,10,1005,1,0,NA,10011
1,0,0.2,2,2,0,10,1014,1,0,NA,10011
1,0,0.2,0,2,1,10,1006,1,0,NA,10011
1,0,0.2,1,2,0,10,1008,1,0,NA,10012
1,0,0.2,2,2,0,10,1002,1,0,NA,10012
1,0,0.2,0,2,1,10,1016,1,0,NA,10012
1,0,0.2,1,2,0,10,1012,1,1,0,10013
1,0,0.2,2,2,0,10,1003,1,1,0,10013
1,0,0.2,0,2,1,10,1018,1,1,0,10013
1,0,0.2,1,1,0,10,1011,1,1,0,10014
1,0,0.2,2,1,0,10,1013,1,1,0,10014
1,0,0.2,0,1,1,10,1015,1,1,0,10014
1,0,0.2,1,1,0,10,1007,1,1,0,10015
1,0,0.2,2,1,0,10,1010,1,1,0,10015
1,0,0.2,0,1,1,10,1017,1,1,0,10015
1,0,0.2,1,2,0,10,1004,0,1,1,10016
1,0,0.2,2,2,0,10,1009,0,1,1,10016
1,0,0.2,0,2,1,10,1001,0,1,1,10016
1,0,0.2,1,2,0,10,1016,1,1,1,10021
1,0,0.2,2,2,0,10,1005,1,1,1,10021
1,0,0.2,0,2,1,10,1013,1,1,1,10021
1,0,0.2,1,1,0,10,1018,1,0,NA,10022
1,0,0.2,2,1,0,10,1007,1,0,NA,10022
1,0,0.2,0,1,1,10,1010,1,0,NA,10022
1,0,0.2,1,1,0,10,1017,1,1,1,10023
1,0,0.2,2,1,0,10,1008,1,1,1,10023
1,0,0.2,0,1,1,10,1009,1,1,1,10023
1,0,0.2,1,2,0,10,1015,1,0,NA,10024
1,0,0.2,2,2,0,10,1011,1,0,NA,10024
1,0,0.2,0,2,1,10,1014,1,0,NA,10024
1,0,0.2,1,2,0,10,1001,1,0,NA,10025
1,0,0.2,2,2,0,10,1012,1,0,NA,10025
1,0,0.2,0,2,1,10,1003,1,0,NA,10025
1,0,0.2,1,1,0,10,1006,1,0,NA,10026
1,0,0.2,2,1,0,10,1004,1,0,NA,10026
1,0,0.2,0,1,1,10,1002,1,0,NA,10026
1,0,0.2,1,2,0,10,1003,1,0,NA,10031
1,0,0.2,2,2,0,10,1006,1,0,NA,10031
1,0,0.2,0,2,1,10,1004,1,0,NA,10031
1,0,0.2,1,2,0,10,1013,1,1,1,10032
1,0,0.2,2,2,0,10,1017,1,1,1,10032
1,0,0.2,0,2,1,10,1011,1,1,1,10032
1,0,0.2,1,1,0,10,1002,1,0,NA,10033
1,0,0.2,2,1,0,10,1001,1,0,NA,10033
1,0,0.2,0,1,1,10,1005,1,0,NA,10033
1,0,0.2,1,2,0,10,1010,1,0,NA,10034
1,0,0.2,2,2,0,10,1018,1,0,NA,10034
1,0,0.2,0,2,1,10,1008,1,0,NA,10034
1,0,0.2,1,2,0,10,1009,1,0,NA,10035
1,0,0.2,2,2,0,10,1015,1,0,NA,10035
1,0,0.2,0,2,1,10,1012,1,0,NA,10035
1,0,0.2,1,1,0,10,1014,1,0,NA,10036
1,0,0.2,2,1,0,10,1016,1,0,NA,10036
1,0,0.2,0,1,1,10,1007,1,0,NA,10036
1,0,0.2,1,1,0,10,1008,1,0,NA,10041
1,0,0.2,2,1,0,10,1013,1,0,NA,10041
1,0,0.2,0,1,1,10,1017,1,0,NA,10041
1,0,0.2,1,1,0,10,1011,1,1,0,10042
1,0,0.2,2,1,0,10,1003,1,1,0,10042
1,0,0.2,0,1,1,10,1015,1,1,0,10042
1,0,0.2,1,2,0,10,1007,1,0,NA,10043
1,0,0.2,2,2,0,10,1002,1,0,NA,10043
1,0,0.2,0,2,1,10,1016,1,0,NA,10043
1,0,0.2,1,2,0,10,1004,1,1,1,10044
1,0,0.2,2,2,0,10,1014,1,1,1,10044
1,0,0.2,0,2,1,10,1001,1,1,1,10044
1,0,0.2,1,1,0,10,1005,1,1,0,10045
1,0,0.2,2,1,0,10,1010,1,1,0,10045
1,0,0.2,0,1,1,10,1006,1,1,0,10045
1,0,0.2,1,2,0,10,1012,0,1,1,10046
1,0,0.2,2,2,0,10,1009,0,1,1,10046
1,0,0.2,0,2,1,10,1018,0,1,1,10046
1,0,0.2,1,2,0,10,1017,1,0,NA,10051
1,0,0.2,2,2,0,10,1012,1,0,NA,10051
1,0,0.2,0,2,1,10,1002,1,0,NA,10051
1,0,0.2,1,2,0,10,1006,1,1,0,10052
1,0,0.2,2,2,0,10,1011,1,1,0,10052
1,0,0.2,0,2,1,10,1003,1,1,0,10052
1,0,0.2,1,1,0,10,1015,1,0,NA,10053
1,0,0.2,2,1,0,10,1005,1,0,NA,10053
1,0,0.2,0,1,1,10,1010,1,0,NA,10053
1,0,0.2,1,1,0,10,1016,1,1,1,10054
1,0,0.2,2,1,0,10,1008,1,1,1,10054
1,0,0.2,0,1,1,10,1013,1,1,1,10054
1,0,0.2,1,1,0,10,1001,1,1,1,10055
1,0,0.2,2,1,0,10,1004,1,1,1,10055
1,0,0.2,0,1,1,10,1014,1,1,1,10055
1,0,0.2,1,2,0,10,1018,1,0,NA,10056
1,0,0.2,2,2,0,10,1007,1,0,NA,10056
1,0,0.2,0,2,1,10,1009,1,0,NA,10056
1,0,0.2,1,1,0,10,1010,1,1,0,10061
1,0,0.2,2,1,0,10,1018,1,1,0,10061
1,0,0.2,0,1,1,10,1007,1,1,0,10061
1,0,0.2,1,2,0,10,1002,1,0,NA,10062
1,0,0.2,2,2,0,10,1015,1,0,NA,10062
1,0,0.2,0,2,1,10,1012,1,0,NA,10062
1,0,0.2,1,1,0,10,1009,1,1,1,10063
1,0,0.2,2,1,0,10,1017,1,1,1,10063
1,0,0.2,0,1,1,10,1005,1,1,1,10063
1,0,0.2,1,1,0,10,1003,1,0,NA,10064
1,0,0.2,2,1,0,10,1001,1,0,NA,10064
1,0,0.2,0,1,1,10,1004,1,0,NA,10064
1,0,0.2,1,1,0,10,1014,0,0,NA,10065
1,0,0.2,2,1,0,10,1016,0,0,NA,10065
1,0,0.2,0,1,1,10,1008,0,0,NA,10065
1,0,0.2,1,2,0,10,1013,0,0,NA,10066
1,0,0.2,2,2,0,10,1006,0,0,NA,10066
1,0,0.2,0,2,1,10,1011,0,0,NA,10066
2,1,0.2,1,1,0,10,1012,1,0,NA,10071
2,1,0.2,2,1,0,10,1009,1,0,NA,10071
2,1,0.2,0,1,1,10,1006,1,0,NA,10071
2,1,0.2,1,2,0,10,1004,1,0,NA,10072
2,1,0.2,2,2,0,10,1003,1,0,NA,10072
2,1,0.2,0,2,1,10,1001,1,0,NA,10072
2,1,0.2,1,2,0,10,1005,1,1,0,10073
2,1,0.2,2,2,0,10,1002,1,1,0,10073
2,1,0.2,0,2,1,10,1018,1,1,0,10073
2,1,0.2,1,2,0,10,1007,1,1,1,10074
2,1,0.2,2,2,0,10,1013,1,1,1,10074
2,1,0.2,0,2,1,10,1017,1,1,1,10074
2,1,0.2,1,1,0,10,1008,1,0,NA,10075
2,1,0.2,2,1,0,10,1014,1,0,NA,10075
2,1,0.2,0,1,1,10,1015,1,0,NA,10075
2,1,0.2,1,2,0,10,1011,0,0,NA,10076
2,1,0.2,2,2,0,10,1010,0,0,NA,10076
2,1,0.2,0,2,1,10,1016,0,0,NA,10076
2,1,0.2,1,1,0,10,1001,1,1,0,10081
2,1,0.2,2,1,0,10,1007,1,1,0,10081
