Info,OwnAct,datafile,ID,Game
0,Y,1,101,1
0,Y,1,102,1
0,Y,1,103,1
0,Y,1,104,1
0,Y,1,105,1
0,Y,1,106,1
0,Y,1,107,1
0,X,1,108,1
0,Y,1,109,1
0,Y,1,110,1
0,Y,1,111,1
0,X,1,112,1
0,X,1,113,1
0,Y,1,114,1
0,X,1,101,2
0,Y,1,102,2
0,Y,1,103,2
0,Y,1,104,2
0,Y,1,105,2
0,Y,1,106,2
0,Y,1,107,2
0,X,1,108,2
0,X,1,109,2
0,Y,1,110,2
0,Y,1,111,2
0,Y,1,112,2
0,X,1,113,2
0,Y,1,114,2
0,X,1,101,3
0,Y,1,102,3
0,Y,1,103,3
0,Y,1,104,3
0,Y,1,105,3
0,Y,1,106,3
0,Y,1,107,3
0,Y,1,108,3
0,Y,1,109,3
0,Y,1,110,3
0,X,1,111,3
0,Y,1,112,3
0,Y,1,113,3
0,Y,1,114,3
0,X,1,101,4
0,Y,1,102,4
0,Y,1,103,4
0,Y,1,104,4
0,Y,1,105,4
0,Y,1,106,4
0,Y,1,107,4
0,Y,1,108,4
0,Y,1,109,4
0,Y,1,110,4
0,X,1,111,4
0,Y,1,112,4
0,Y,1,113,4
0,Y,1,114,4
0,Y,1,101,5
0,Y,1,102,5
0,Y,1,103,5
0,Y,1,104,5
0,Y,1,105,5
0,Y,1,106,5
0,Y,1,107,5
0,Y,1,108,5
0,Y,1,109,5
0,Y,1,110,5
0,Y,1,111,5
0,Y,1,112,5
0,Y,1,113,5
0,Y,1,114,5
0,X,1,101,6
0,Y,1,102,6
0,Y,1,103,6
0,Y,1,104,6
0,Y,1,105,6
0,Y,1,106,6
0,Y,1,107,6
0,Y,1,108,6
0,Y,1,109,6
0,Y,1,110,6
0,Y,1,111,6
0,Y,1,112,6
0,Y,1,113,6
0,X,1,114,6
0,Y,1,101,7
0,Y,1,102,7
0,Y,1,103,7
0,Y,1,104,7
0,Y,1,105,7
0,Y,1,106,7
0,Y,1,107,7
0,Y,1,108,7
0,Y,1,109,7
0,Y,1,110,7
0,Y,1,111,7
0,Y,1,112,7
0,Y,1,113,7
0,Y,1,114,7
0,X,1,101,8
0,Y,1,102,8
0,Y,1,103,8
0,Y,1,104,8
0,Y,1,105,8
0,Y,1,106,8
0,Y,1,107,8
0,Y,1,108,8
0,Y,1,109,8
0,Y,1,110,8
0,Y,1,111,8
0,Y,1,112,8
0,Y,1,113,8
0,Y,1,114,8
0,X,1,101,9
0,Y,1,102,9
0,Y,1,103,9
0,Y,1,104,9
0,Y,1,105,9
0,Y,1,106,9
0,Y,1,107,9
0,Y,1,108,9
0,Y,1,109,9
0,Y,1,110,9
0,Y,1,111,9
0,Y,1,112,9
0,Y,1,113,9
0,Y,1,114,9
0,X,1,101,10
0,Y,1,102,10
0,Y,1,103,10
0,Y,1,104,10
0,Y,1,105,10
0,Y,1,106,10
0,Y,1,107,10
0,Y,1,108,10
0,Y,1,109,10
0,Y,1,110,10
0,Y,1,111,10
0,Y,1,112,10
0,Y,1,113,10
0,Y,1,114,10
0,X,2,201,1
0,Y,2,202,1
0,X,2,203,1
0,Y,2,204,1
0,X,2,205,1
0,Y,2,206,1
0,X,2,207,1
0,X,2,208,1
0,X,2,209,1
0,Y,2,210,1
0,Y,2,211,1
0,Y,2,212,1
0,Y,2,213,1
0,Y,2,214,1
0,X,2,201,2
0,Y,2,202,2
0,X,2,203,2
0,Y,2,204,2
0,Y,2,205,2
0,Y,2,206,2
0,X,2,207,2
0,X,2,208,2
0,Y,2,209,2
0,Y,2,210,2
0,Y,2,211,2
0,Y,2,212,2
0,Y,2,213,2
0,Y,2,214,2
0,X,2,201,3
0,Y,2,202,3
0,Y,2,203,3
0,Y,2,204,3
0,Y,2,205,3
0,Y,2,206,3
0,Y,2,207,3
0,Y,2,208,3
0,Y,2,209,3
0,Y,2,210,3
0,Y,2,211,3
0,Y,2,212,3
0,Y,2,213,3
0,Y,2,214,3
0,Y,2,201,4
0,Y,2,202,4
0,Y,2,203,4
0,Y,2,204,4
0,X,2,205,4
0,Y,2,206,4
0,Y,2,207,4
0,Y,2,208,4
0,Y,2,209,4
0,Y,2,210,4
0,Y,2,211,4
0,Y,2,212,4
0,Y,2,213,4
0,Y,2,214,4
0,Y,2,201,5
0,Y,2,202,5
0,Y,2,203,5
0,Y,2,204,5
0,Y,2,205,5
0,Y,2,206,5
0,X,2,207,5
0,X,2,208,5
0,Y,2,209,5
0,Y,2,210,5
0,Y,2,211,5
0,Y,2,212,5
0,Y,2,213,5
0,Y,2,214,5
0,X,2,201,6
0,Y,2,202,6
0,Y,2,203,6
0,Y,2,204,6
0,Y,2,205,6
0,Y,2,206,6
0,Y,2,207,6
0,Y,2,208,6
0,Y,2,209,6
0,Y,2,210,6
0,Y,2,211,6
0,Y,2,212,6
0,Y,2,213,6
0,Y,2,214,6
0,Y,2,201,7
0,Y,2,202,7
0,Y,2,203,7
0,Y,2,204,7
0,Y,2,205,7
0,Y,2,206,7
0,X,2,207,7
0,Y,2,208,7
0,Y,2,209,7
0,Y,2,210,7
0,Y,2,211,7
0,Y,2,212,7
0,Y,2,213,7
0,Y,2,214,7
0,X,2,201,8
0,Y,2,202,8
0,Y,2,203,8
0,Y,2,204,8
0,Y,2,205,8
0,Y,2,206,8
0,Y,2,207,8
0,Y,2,208,8
0,Y,2,209,8
0,Y,2,210,8
0,Y,2,211,8
0,Y,2,212,8
0,Y,2,213,8
0,Y,2,214,8
0,Y,2,201,9
0,Y,2,202,9
0,Y,2,203,9
0,Y,2,204,9
0,Y,2,205,9
0,Y,2,206,9
0,Y,2,207,9
0,Y,2,208,9
0,Y,2,209,9
0,Y,2,210,9
0,Y,2,211,9
0,Y,2,212,9
0,Y,2,213,9
0,Y,2,214,9
0,Y,2,201,10
0,Y,2,202,10
0,Y,2,203,10
0,Y,2,204,10
0,Y,2,205,10
0,Y,2,206,10
0,Y,2,207,10
0,Y,2,208,10
0,Y,2,209,10
0,Y,2,210,10
0,Y,2,211,10
0,Y,2,212,10
0,Y,2,213,10
0,Y,2,214,10
0,X,2,201,11
0,Y,2,202,11
0,Y,2,203,11
0,Y,2,204,11
0,Y,2,205,11
0,Y,2,206,11
0,Y,2,207,11
0,Y,2,208,11
0,Y,2,209,11
0,Y,2,210,11
0,Y,2,211,11
0,Y,2,212,11
0,Y,2,213,11
0,Y,2,214,11
0,Y,2,201,12
0,Y,2,202,12
0,Y,2,203,12
0,Y,2,204,12
0,Y,2,205,12
0,Y,2,206,12
0,Y,2,207,12
0,Y,2,208,12
0,Y,2,209,12
0,Y,2,210,12
0,Y,2,211,12
0,Y,2,212,12
0,Y,2,213,12
0,Y,2,214,12
0,X,3,301,1
0,Y,3,302,1
0,Y,3,303,1
0,X,3,304,1
0,Y,3,305,1
0,Y,3,306,1
0,Y,3,307,1
0,Y,3,308,1
0,Y,3,309,1
0,X,3,310,1
0,X,3,311,1
0,Y,3,312,1
0,X,3,313,1
0,X,3,314,1
0,Y,3,301,2
0,X,3,302,2
0,Y,3,303,2
0,Y,3,304,2
0,Y,3,305,2
0,Y,3,306,2
0,Y,3,307,2
0,Y,3,308,2
0,Y,3,309,2
0,Y,3,310,2
0,Y,3,311,2
0,Y,3,312,2
0,X,3,313,2
0,Y,3,314,2
0,Y,3,301,3
0,X,3,302,3
0,Y,3,303,3
0,Y,3,304,3
0,Y,3,305,3
0,Y,3,306,3
0,Y,3,307,3
0,Y,3,308,3
0,Y,3,309,3
0,Y,3,310,3
0,Y,3,311,3
0,Y,3,312,3
0,Y,3,313,3
0,Y,3,314,3
0,Y,3,301,4
0,Y,3,302,4
0,Y,3,303,4
0,Y,3,304,4
0,Y,3,305,4
0,Y,3,306,4
0,X,3,307,4
0,Y,3,308,4
0,Y,3,309,4
0,X,3,310,4
0,Y,3,311,4
0,Y,3,312,4
0,Y,3,313,4
0,X,3,314,4
0,Y,3,301,5
0,X,3,302,5
0,Y,3,303,5
0,Y,3,304,5
0,Y,3,305,5
0,Y,3,306,5
0,Y,3,307,5
0,Y,3,308,5
0,Y,3,309,5
0,Y,3,310,5
0,Y,3,311,5
0,Y,3,312,5
0,Y,3,313,5
0,Y,3,314,5
0,Y,3,301,6
0,Y,3,302,6
0,Y,3,303,6
0,Y,3,304,6
0,Y,3,305,6
0,Y,3,306,6
0,Y,3,307,6
0,Y,3,308,6
0,Y,3,309,6
0,Y,3,310,6
0,Y,3,311,6
0,Y,3,312,6
0,Y,3,313,6
0,X,3,314,6
0,Y,3,301,7
0,Y,3,302,7
0,Y,3,303,7
0,Y,3,304,7
0,Y,3,305,7
0,Y,3,306,7
0,Y,3,307,7
0,Y,3,308,7
0,Y,3,309,7
0,X,3,310,7
0,Y,3,311,7
0,Y,3,312,7
0,Y,3,313,7
0,Y,3,314,7
0,Y,3,301,8
0,X,3,302,8
0,Y,3,303,8
0,Y,3,304,8
0,Y,3,305,8
0,Y,3,306,8
0,Y,3,307,8
0,Y,3,308,8
0,Y,3,309,8
0,Y,3,310,8
0,Y,3,311,8
0,Y,3,312,8
0,Y,3,313,8
0,Y,3,314,8
0,Y,4,401,1
0,X,4,402,1
0,Y,4,403,1
0,X,4,404,1
0,Y,4,405,1
0,Y,4,406,1
0,X,4,407,1
0,X,4,408,1
0,Y,4,409,1
0,X,4,410,1
